,ROI,Max Drawdown,Win Percentage,Profit Factor,Expectancy
0,-452905.7389918932,1161611.8097303966,0.31571123292762243,0.8443368178685343,-0.42079879122168085
1,-1383325.5034608608,1383075.1078748133,0.27334386323515747,0.4974520018538835,-1.2852601537311767
2,-867635.0335608679,886221.601610654,0.2592214066710025,0.684934096094248,-0.8061275049343749
3,-197948.6023689369,385099.4400122504,0.2621016445229025,0.925706639778084,-0.18391582492700576
4,183324.67722560882,202222.70202772453,0.29740778593329,1.078592610237162,0.17032860468792174
5,-3745364.4753731308,3878721.3259408367,0.25634116881910246,0.356931981234252,-3.479851784235915
6,-775483.090903893,890001.161161318,0.24639970268512495,0.7651829540338497,-0.7205083070741327
7,626023.4738422984,384559.71783434413,0.24110378147356684,1.2143962091339366,0.5816440340446899
8,-331561.5744898163,530995.9623060275,0.26182291182755735,0.8724450040846826,-0.30805683776811316
9,914397.2075713293,821135.0136840282,0.24091795967667007,1.2456487555401758,0.8495746609414957
10,-1225730.2399060396,1905936.4603973823,0.2608008919446251,0.7896072609939347,-1.1388369784502828
11,-1872209.0618179152,1882149.5618070657,0.25884976307720897,0.44558858858097383,-1.7394862601671661
12,-2905475.4463197556,2910009.353231844,0.28616556722103503,0.2990663414913642,-2.6995033413729965
13,700884.0233936246,1207960.0586669405,0.2593143175694509,1.1523358122571041,0.6511976432162254
14,-302797.63657821045,410018.9857437026,0.2871875871039673,0.8925229150736477,-0.28133200462529995
15,504533.55579075223,621610.7539441455,0.272507665149122,1.171015506691576,0.4687666596587885
16,-906299.330291739,1358402.5243152827,0.23878100901235716,0.8657117004390118,-0.8420508504057783
17,-547301.4664073007,597520.1677996503,0.2981510731208771,0.7472049229580341,-0.5085027096602283
18,-20311287.151492592,20314683.492219377,0.27761776456378334,0.07900861847447797,-18.87139937888369
19,-1166431.1844078854,1615673.7936857876,0.26200873362445415,0.825868871272984,-1.0837416932155444
20,3179082.558100905,874470.0609489813,0.2446343956146056,1.7296586318863862,2.9537141671475475
21,-837673.7049697281,908442.1942928276,0.317290718201245,0.6704893907081636,-0.7782901653532739
22,-1338116.4823800842,1668879.0317467982,0.23720152373873454,0.6899114092395561,-1.2432560460653
23,-562148.6008310578,607754.7710283225,0.29703614233949643,0.7789585761535271,-0.5222973156471729
24,-480086.0879742773,682289.8210921128,0.2544829508501347,0.8006001453135874,-0.44605229766262056
25,-12137372.205461998,12835320.67886847,0.23868809811390876,0.2335202322091324,-11.276941564119678
26,-598019.2155811322,764548.4389664661,0.27548081389947043,0.72289507269021,-0.5556250260904317
27,-1992196.6781637548,2466723.9941759035,0.2611725355384187,0.4953079927586635,-1.8509678325409005
28,-1475485.2025359522,1630585.3181724697,0.25513332713927345,0.6873892847520947,-1.3708865581491652
29,-925006.0536060123,956963.9750742322,0.2445414847161572,0.637101020948194,-0.8594314351073296
30,-1599199.1006678364,1679722.212028762,0.2699990708910155,0.5932002028888779,-1.4858302524090299
31,-531243.2765360526,595779.344353095,0.2593143175694509,0.8360137022377622,-0.49358290117630366
32,-188331.76530386193,406733.7405294314,0.25587661432686054,0.9117178702225188,-0.17498073520752958
33,-984588.8685389729,1139737.3850902847,0.2723218433522252,0.7015681308205518,-0.9147903637823741
34,-950568.879301645,1214289.7633274463,0.2599646938585896,0.7046806377225959,-0.8831820861299365
35,-1123381.0197677182,1124029.8280669055,0.2778035863606801,0.5004714621585753,-1.043743398464851
36,-220090.1961136399,561520.1296905505,0.27520208120412526,0.9212109486036767,-0.2044877786060024
37,-993724.348353156,998107.2592462345,0.23283471151166032,0.6047504527984755,-0.9232782201552994
38,-738685.9850528785,781479.4957532267,0.2468642571773669,0.6431970032220656,-0.6863197854249508
39,-729870.4439302816,1700305.5119630038,0.25587661432686054,0.8417085884182007,-0.6781291869648626
40,-314276.3164011081,861537.8673413043,0.24203289045805074,0.9163346927122553,-0.29199694917877095
41,-1956047.089408322,2509113.4735761485,0.29322679550311254,0.717068994821676,-1.817380924842822
42,489304.0861407263,849929.3068606614,0.2943417262844932,1.1796518439541945,0.45461682257801994
43,-1030466.5653610637,1182008.502476138,0.24584223729443463,0.6631537960340944,-0.9574157440872069
44,-165982599.02854544,166018739.0386463,0.2499303168261637,0.04606465638822911,-154.21592402540705
45,-482978.127105952,990904.1088637185,0.26358821889807676,0.8724588560466522,-0.44873931720333954
46,5576727.192035717,2925695.843461367,0.2840286165567221,1.5355258402442187,5.181387338135952
47,-2586462.314231163,2616578.3759608483,0.24621388088822818,0.4981065517027782,-2.4031053741811346
48,-110855.03299790964,401738.217610876,0.2670259221406671,0.9507125675588499,-0.10299640713361496
49,-1507981.627519567,1805350.074492208,0.25355384186565083,0.5876355594330696,-1.4010792785650374
50,-1005707.1285814701,1741490.081178812,0.2585710303818638,0.8095056631128944,-0.9344115289245264
51,-3975111.7540863096,4034852.5887895725,0.25875685217876054,0.5473054159697215,-3.693312045049048
52,207360.51009449817,1237053.8697726945,0.2760382792901607,1.046076244333435,0.19266051295596076
53,-1021113.9568276289,1176710.057023176,0.2717643779615349,0.7118737880545015,-0.948726151470434
54,-1065357.3132464206,3361810.9988398356,0.24277617764563783,0.8582860934791074,-0.9898330514228557
55,-450424.3193782801,880263.7130039497,0.2445414847161572,0.8591110545120284,-0.4184932819643984
56,-912417.1690043638,983956.4447298317,0.24361237573167333,0.6577784012545244,-0.8477349893192933
57,-1474069.8214563974,1476237.5936791468,0.24565641549753786,0.5837421534184772,-1.369571514871683
58,291801.2024025677,1084560.9585139488,0.23664405834804422,1.081484010622047,0.2711151188354224
